Link,Title,Platform,Level
/course/edx-china-s-political-and-intellectual-foundations-from-sage-kings-to-confucius-941,China’s Political and Intellectual Foundations: From Sage Kings to Confucius,edx,beginner
/course/edx-cs50-s-introduction-to-artificial-intelligence-with-python-18122,CS50's Introduction to Artificial Intelligence with Python,edx,beginner
/course/edx-data-science-r-basics-9253,Data Science: R Basics,edx,beginner
/course/edx-designing-project-information-hubs-for-program-and-project-performance-19750,Designing Project Information Hubs for Program and Project Performance,edx,beginner
/course/edx-crisis-resource-management-21613,Crisis Resource Management,edx,beginner
/course/edx-cs50-s-understanding-technology-10142,CS50's Understanding Technology,edx,beginner
/course/edx-improving-your-business-through-a-culture-of-health-11363,Improving Your Business Through a Culture of Health,edx,beginner
/course/edx-religious-literacy-traditions-and-scriptures-5844,Religious Literacy: Traditions and Scriptures,edx,beginner
/course/edx-religion-conflict-and-peace-9452,"Religion, Conflict and Peace",edx,beginner
/course/edx-introduccion-a-la-genetica-y-la-evolucion-8591,Introducción a la genética y la evolución,edx,beginner
/course/edx-google-ads-publicidad-efectiva-13433,Google Ads: publicidad efectiva,edx,beginner
/course/introduccion-a-power-bi-para-los-negocios-45216,Introducción a Power BI para los negocios,edx,beginner
/course/edx-radio-para-internet-con-podcast-creacion-y-conceptos-basicos-11824,Radio para internet con Podcast: creación y conceptos básicos,edx,beginner
/course/edx-reservoir-geomechanics-1934,Reservoir Geomechanics,edx,beginner
/course/edx-fundamentals-of-neuroscience-part-2-neurons-and-networks-2430,"Fundamentals of Neuroscience, Part 2: Neurons and Networks",edx,beginner
/course/edx-humanitarian-response-to-conflict-and-disaster-6569,Humanitarian Response to Conflict and Disaster,edx,beginner
/course/edx-modern-china-s-foundations-the-manchus-and-the-qing-1986,Modern China’s Foundations: The Manchus and the Qing,edx,beginner
/course/edx-introduction-to-family-engagement-in-education-6513,Introduction to Family Engagement in Education,edx,beginner
/course/edx-the-art-of-structural-engineering-vaults-12040,The Art of Structural Engineering: Vaults,edx,beginner
/course/edx-fundamentals-of-neuroscience-part-3-the-brain-3927,"Fundamentals of Neuroscience, Part 3: The Brain",edx,beginner
/course/edx-the-health-effects-of-climate-change-12106,The Health Effects of Climate Change,edx,beginner
