Link,Title,Platform,Duration
/course/drug-use-and-harm-reduction-60096,Drug Use and Harm Reduction,futurelearn,5-10
/course/valuing-nature-should-we-put-a-price-on-ecosystem-10579,Valuing Nature: Should We Put a Price on Ecosystems? ,futurelearn,5-10
/course/prevention-of-shoulder-problems-prosper-programme-58227,Helping patients recover from breast cancer treatment: a programme to prevent shoulder problems,futurelearn,5-10
/course/understanding-evolution-11807,Understanding and Teaching Evolution,futurelearn,5-10
/course/influenza-4845,Influenza: How the Flu Spreads and Evolves,futurelearn,5-10
/course/sustainable-business-7648,Business Futures: Sustainable Business Through Green HR,futurelearn,5-10
/course/nutrition-food-safety-10574,Introduction to Nutrition and Food Safety,futurelearn,5-10
/course/design-thinking-in-health-and-social-care-13769,Creative Problem Solving: Design Thinking in Health and Social Care,futurelearn,5-10
/course/a-digital-edge-essentials-for-the-online-learner-21485,A Digital Edge: Essentials for the Online Learner,futurelearn,5-10
/course/risk-management-6863,Risk Management in the Global Economy,futurelearn,5-10
/course/health-research-ethics-56146,Introduction to Health Research Ethics,futurelearn,5-10
/course/criminology-and-crime-66516,Introduction to Criminology,futurelearn,5-10
/course/preparing-for-teaching-12540,Preparing for Teaching,futurelearn,5-10
/course/football-lcfc-9816,English Football: a Social History,futurelearn,5-10
/course/introduction-to-bacterial-genomics-10665,Bacterial Genomes: Disease Outbreaks and Antimicrobial Resistance,futurelearn,5-10
/course/psychological-first-aid-covid-19-responders-afric-32697,COVID-19: Psychological First Aid in Africa,futurelearn,5-10
/course/target-antibiotics-12437,TARGET Antibiotics – Prescribing in Primary Care,futurelearn,5-10
/course/value-of-syndromic-testing-and-its-role-in-ams-24323,Syndromic Testing and Antimicrobial Stewardship,futurelearn,5-10
/course/designing-future-where-learning-is-lifestyle-47305,Designing a Future Where Learning is a Lifestyle,futurelearn,5-10
/course/stem-volunteering-resourcing-diversity-9884,Volunteering in the Classroom: Adapting Resources for STEM Activities,futurelearn,5-10
/course/production-design-19782,Introduction to Production Design for Film and Screen,futurelearn,5-10
/course/working-health-literacy-21400,Working with Patients with Limited Health Literacy,futurelearn,5-10
/course/public-health-incidents-involving-lead-47976,Public Health Incidents Involving Lead,futurelearn,5-10
/course/understanding-food-labels-20314,Understanding Food Labels,futurelearn,5-10
/course/engaging-with-controversies-in-the-food-system-14435,Engaging with Controversies in the Food System,futurelearn,5-10
/course/explore-how-farmers-produce-food-sustainably-14383,Explore How Farmers Produce Food Sustainably,futurelearn,5-10
/course/understanding-the-impact-of-stigma-sc-94911,Understanding the Impact of Stigma on Addiction Treatment,futurelearn,5-10
/course/study-uk-education-advisors-8658,Study UK: A Guide for Education Agents,futurelearn,5-10
/course/womens-rights-9257,Beyond the Ballot: Women’s Rights and Suffrage from 1866 to Today,futurelearn,5-10
/course/good-pharmacy-practice-the-moderate-52910,Good Pharmacy Practice: Introduction to Medication Delivery Systems,futurelearn,5-10
/course/irish-language-9789,Irish 101:  An Introduction to Irish Language and Culture,futurelearn,5-10
/course/flexagons-10734,Flexagons and the Math Behind Twisted Paper,futurelearn,5-10
/course/what-is-korean-philosophy-19754,Introduction to Korean Philosophy,futurelearn,5-10
/course/developing-vocabulary-13407,An Introduction to Teaching Vocabulary,futurelearn,5-10
/course/become-a-better-presenter-21849,Become a Better Presenter: Improve Your Public Speaking Skills,futurelearn,5-10
/course/object-oriented-principles-8884,Object-oriented Programming in Python: Create Your Own Adventure Game,futurelearn,5-10
/course/heart-and-circulatory-diseases-12067,It Starts with Your Heart: Understanding Heart and Circulatory Diseases,futurelearn,5-10
/course/how-computers-work-12030,How Computers Work: Demystifying Computation,futurelearn,5-10
/course/human-factors-healthcare-10548,Human Factors in a Healthcare Environment,futurelearn,5-10
/course/medicine-administration-for-carers-13232,Medicine Administration for Carers,futurelearn,5-10
/course/personal-assistants-disability-support-9123,The Role of Personal Assistants in Disability Support,futurelearn,5-10
/course/clinical-supervision-assessment-feedback-9393,Clinical Supervision: Assessing and Providing Feedback,futurelearn,5-10
/course/managing-change-healthcare-9395,Managing Change in a Healthcare Environment,futurelearn,5-10
/course/clinical-supervision-professional-development-9090,Clinical Supervision: Planning Your Professional Development,futurelearn,5-10
/course/effective-questioning-9911,Effective Questioning for Call Handlers,futurelearn,5-10
/course/neurological-disorders-east-anglia-63073,Neurological Disorders: How to Provide Care,futurelearn,5-10
/course/emotional-intelligence-at-work-11656,Emotional Intelligence at Work,futurelearn,5-10
/course/foundations-of-project-management-13777,Foundations of Project Management,futurelearn,5-10
/course/introduction-to-international-human-resources-man-20381,International Human Resources Management: An Introduction,futurelearn,5-10
/course/cyber-security-landscape-13775,The Cyber Security Landscape,futurelearn,5-10
/course/teacher-training-pgce-21618,Teacher Training: Choosing the Right PGCE for You,futurelearn,5-10
/course/beginning-your-digital-marketing-journey-22101,Get Started With Digital Marketing,futurelearn,5-10
/course/artificial-intelligence-fact-fiction-17058,Artificial Intelligence: Distinguishing Between Fact and Fiction,futurelearn,5-10
/course/educational-leadership-improving-schools-effectiv-41040,Educational Leadership: Improving Schools through Effective Leadership,futurelearn,5-10
/course/ethical-hacking-an-introduction-13186,Ethical Hacking: An Introduction,futurelearn,5-10
/course/the-impacts-of-tourism-20380,The Impacts of Tourism,futurelearn,5-10
/course/academic-research-methodology-22834,Academic Research Methodology for Master’s Students,futurelearn,5-10
/course/humanitarian-action-response-relief-13204,"Humanitarian Action, Response and Relief",futurelearn,5-10
/course/introduction-to-financial-management-in-construct-11658,An Introduction to Financial Management in Construction,futurelearn,5-10
/course/intimate-partner-domestic-violence-22412,Identifying and Responding to Domestic Violence and Abuse (DVA) in Pregnancy,futurelearn,5-10
/course/uncovering-your-entrepreneurial-potential-sc-12372,Uncovering Your Entrepreneurial Potential,futurelearn,5-10
/course/nursing-in-crisis-9676,Nursing in Crisis? Exploring Current Challenges,futurelearn,5-10
/course/exploring-teaching-assessments-higher-education-54349,Exploring Teaching and Assessment for Higher Education,futurelearn,5-10
/course/digital-transformation-e-commerce-22159,Introduction to Digital Transformation and E-Commerce,futurelearn,5-10
/course/leading-strategic-innovation-13327,Leading Strategic Innovation: How to Lead with Purpose,futurelearn,5-10
/course/global-standard-for-assessing-risks-to-ecosystems-19360,IUCN Red List of Ecosystems: The Global Standard for Assessing Risks to Ecosystems,futurelearn,5-10
/course/gender-and-development-8584,Gender and Development,futurelearn,5-10
/course/crisis-leadership-course-62881,Crisis Leadership,futurelearn,5-10
/course/research-matters-21836,Why Research Matters,futurelearn,5-10
/course/hospital-operations-improving-patient-experience-13142,Hospital Operations: Improving Patient Experience,futurelearn,5-10
/course/ems-palaeography-8751,Early Modern Scottish Palaeography: Reading Scotland's Records,futurelearn,5-10
/course/study-medicine-20874,Study Medicine: Applying for Medical School and Becoming a Medical Student,futurelearn,5-10
/course/teaching-data-science-19139,Getting Started with Teaching Data Science in Schools,futurelearn,5-10
/course/supporting-young-people-s-mental-wellbeing-post-c-92966,Supporting young people’s mental wellbeing post-COVID,futurelearn,5-10
/course/makerspaces-for-learning-44700,Makerspaces for Creative Learning,futurelearn,5-10
/course/how-to-address-global-challenges-through-multidis-97434,How to Address Global Challenges Through Multidisciplinary Research,futurelearn,5-10
/course/digital-clinical-trials-56558,Digital Tools for Efficient Clinical Trials,futurelearn,5-10
/course/improve-ielts-speaking-20146,Improve your IELTS Speaking score,futurelearn,5-10
/course/nutrition-in-the-health-sector-117532,Nutrition in the Health Sector,futurelearn,5-10
/course/introduction-to-cultural-intelligence-98989,Introduction to Cultural Intelligence,futurelearn,5-10
/course/practical-ethics-screening-for-and-against-disabi-19214,An Introduction to Medical Ethics: The Impact of Disability Screening,futurelearn,5-10
/course/applied-big-data-analytics-12551,"Big Data Analytics: Opportunities, Challenges, and the Future",futurelearn,5-10
/course/plague-pestilence-pandemic-10553,"Plagues, Pestilence and Pandemics: Are You Ready?",futurelearn,5-10
/course/social-change-marketing-11849,Social Change: How Can Marketing Help?,futurelearn,5-10
/course/health-workforce-11783,Future-proofing the Health Workforce,futurelearn,5-10
/course/neonatal-assessment-11980,Assessment of the Newborn,futurelearn,5-10
/course/maternity-care-9392,Maternity Care: Building Relationships Really Does Save Lives,futurelearn,5-10
/course/whole-genome-sequencing-5663,Whole Genome Sequencing: Decoding the Language of Life and Health,futurelearn,5-10
/course/integrating-mental-and-physical-health-depression-11540,"Integrating Care: Depression, Anxiety and Physical Illness",futurelearn,5-10
/course/shakespeare-context-and-stagecraft-21319,Shakespeare: Context and Stagecraft,futurelearn,5-10
/course/governance-beyond-markets-and-states-32592,The Ideal of Self-Governance: Public Policy Beyond Markets and States,futurelearn,5-10
/course/health-electives-6134,"Preparing for an International Health Elective: Exploring Global Health, Ethics and Safety",futurelearn,5-10
/course/childhood-adversity-and-mental-health-19354,Childhood Adversity: The Impact of Childhood Maltreatment on Mental Health,futurelearn,5-10
/course/blended-and-online-learning-design-26559,Blended and Online Learning Design,futurelearn,5-10
/course/dementia-arts-11224,"Dementia and the Arts: Sharing Practice, Developing Understanding and Enhancing Lives",futurelearn,5-10
/course/paediatric-dentistry-41017,Paediatric Dentistry for Non-Specialists,futurelearn,5-10
/course/educating-for-sustainable-development-in-schools--116664,Educating for Sustainable Development (ESD) in Schools and Universities,futurelearn,5-10
/course/introduction-to-blockchain-dlt-54642,Introduction to Blockchain Technology and Applications,futurelearn,5-10
/course/equity-informal-stem-learning-using-the-equity-co-90241,Equity in Informal STEM Learning: Using the Equity Compass,futurelearn,5-10
/course/early-career-teacher-induction-getting-ready-for--46008,Supporting Early Career Teacher Development with the Early Career Framework,futurelearn,5-10
/course/transport-and-sustainability-110652,Sustainable Transport in the UK,futurelearn,5-10
/course/how-to-start-your-career-in-games-development-13552,How To Start Your Career In Games Development,futurelearn,5-10
/course/cybercrime-prevention-and-protection-110429,Cybercrime Prevention and Protection,futurelearn,5-10
/course/tackling-public-health-issues-concepts-and-eviden-89684,Tackling Public Health Issues: Concepts and Evidence,futurelearn,5-10
/course/politics-of-economics-8058,The Politics of Economics and the Economics of Politicians,futurelearn,5-10
/course/radiation-therapy-11647,An Introduction to Radiation Oncology: From Diagnosis to Survivorship,futurelearn,5-10
/course/bushfires-19490,"Bushfires: Response, Relief, and Resilience",futurelearn,5-10
/course/epq-success-8461,How to Succeed in Your EPQ: the Nuts and Bolts of Completing Your Project ,futurelearn,5-10
/course/dementia-inclusive-hospitals-from-a-universal-des-63077,Dementia Inclusive Hospitals from a Universal Design Approach,futurelearn,5-10
/course/identifying-and-responding-to-drug-and-alcohol-ad-52895,"Identifying and Responding to Drug and Alcohol Addiction in Nursing, Midwifery and Allied Healthcare Practice",futurelearn,5-10
/course/antimicrobial-resistance-food-chain-6995,Antimicrobial Resistance in the Food Chain,futurelearn,5-10
/course/mathematical-methods-for-science-at-university-48387,Introduction to Mathematical Methods for University-Level Science,futurelearn,5-10
/course/investing-in-diagnostics-for-the-silent-amr-pande-58903,Diagnostics for AMR: Building Back Better from the COVID-19 Pandemic,futurelearn,5-10
/course/reversing-diabetes-fact-or-fiction-16923,Reversing Diabetes: Fact or Fiction?,futurelearn,5-10
/course/humans-12746,What Does It Mean to Be Human? An Introduction to the Humanities,futurelearn,5-10
/course/omni-channel-retailing-7649,Business Futures: Understanding Omni-channel Retailing and Supply Chains,futurelearn,5-10
/course/what-is-poetry-12747,What Is Poetry? An Introduction to Literary Analysis,futurelearn,5-10
/course/modern-building-design-7663,Modern Building Design,futurelearn,5-10
/course/healthcare-careers-47303,Start Your Career as a Healthcare Professional: Online Work Related Learning,futurelearn,5-10
/course/diabetes-genomic-medicine-5048,Genomic Medicine: Transforming Patient Care in Diabetes,futurelearn,5-10
/course/creating-your-future-12513,Building Your Career in Tomorrow’s Workplace,futurelearn,5-10
/course/community-genetics-13878,Genomic Medicine and Research: A Community Approach,futurelearn,5-10
/course/ethical-decision-making-in-care-exeter-89722,Ethical Decision-Making in Care,futurelearn,5-10
/course/welshbacc-11990,How to Succeed in Your Welsh Bacc: the Individual Project Essentials,futurelearn,5-10
/course/how-to-implement-industry-technologies-94520,How to Implement Industry 4.0 Technologies,futurelearn,5-10
/course/digital-wellbeing-11752,Digital Wellbeing,futurelearn,5-10
/course/japanese-book-paper-10622,The Art of Washi Paper in Japanese Rare Books,futurelearn,5-10
/course/nursing-care-homes-13172,Care Home Nursing: Changing Perceptions,futurelearn,5-10
/course/migration-mobilities-bristol-online-short-course--22546,"Migration, Mobilities and Citizenship",futurelearn,5-10
/course/intro-to-quantum-computing-8706,Understanding Quantum Computers,futurelearn,5-10
/course/dementia-care-5638,Dementia Care: Staying Connected and Living Well,futurelearn,5-10
/course/mature-learners-support-in-returning-to-education-13668,Returning to Education as a Mature Student,futurelearn,5-10
/course/supporting-you-with-your-university-interview-89734,Supporting You with Your University Interview,futurelearn,5-10
/course/genetic-inheritance-a-practical-guide-for-clinici-40647,Genetic Inheritance for the Pregnancy Pathway: A Practical Guide for Clinicians,futurelearn,5-10
/course/non-invasive-prenatal-testing-13251,Non-Invasive Prenatal Testing (NIPT): An Introduction for Healthcare Professionals,futurelearn,5-10
/course/managing-innovation-13428,Managing Innovation: Learning to Prototype for Business,futurelearn,5-10
/course/fundraising-for-non-fundraisers-19670,How to Fundraise: A Guide to Fundraising for Non-Fundraisers,futurelearn,5-10
/course/practical-skills-for-teaching-inclusive-history-c-117527,Practical Skills for Teaching Inclusive History: CARGO Classroom,futurelearn,5-10
/course/travel-books-history-in-europe-and-japan-92922,Travelling Books: History in Europe and Japan,futurelearn,5-10
/course/diverse-routes-into-higher-education-118579,Diverse Routes into Higher Education,futurelearn,5-10
/course/gaming-big-data-11192,Data Science in the Games Industry,futurelearn,5-10
/course/inside-the-supreme-court-60121,"Inside the UK Supreme Court: Its Role, Its Work, and Cases that Affect Us All",futurelearn,5-10
/course/methodologies-for-service-design-e-32137,Methodologies for Service Design,futurelearn,5-10
/course/invitation-to-ex-noguchi-room-e-37615,Invitation to Ex-Noguchi Room: Preservation and Utilization of Cultural Properties in Universities,futurelearn,5-10
/course/nutrition-disease-prevention-11090,Nutrition and Disease Prevention,futurelearn,5-10
/course/leading-and-managing-change-8954,Leading and Managing People-Centred Change,futurelearn,5-10
/course/good-pharmacy-practice-11557,Essentials of Good Pharmacy Practice: The Basics,futurelearn,5-10
/course/tools-to-support-growth-disorders-through-telemed-53852,Telemedicine: Tools to Support Growth Disorders in a Post-COVID Era,futurelearn,5-10
/course/epilepsy-and-its-neuropsychology-13646,Understanding Epilepsy and its Neuropsychology,futurelearn,5-10
/course/accounting-death-war-10568,Accounting for Death in War: Separating Fact from Fiction,futurelearn,5-10
/course/global-health-governance-13694,Global Health Governance: Addressing Globalization and Health Inequities,futurelearn,5-10
/course/virtual-scenario-10610,Using Virtual Scenarios to Create Effective Learning,futurelearn,5-10
/course/artificial-intelligence-technology-application-19317,Applications of AI Technology,futurelearn,5-10
/course/introduction-to-ai-applications-in-pulmonary-medi-110426,Introduction to AI Applications in Pulmonary Medicine,futurelearn,5-10
/course/internet-aging-6528,Internet of Things for Active Ageing,futurelearn,5-10
/course/artificial-intelligence-in-bioinformatics-40231,Artificial Intelligence in Bioinformatics,futurelearn,5-10
/course/agriculture-and-nutrition-23159,Agriculture and Nutrition,futurelearn,5-10
/course/medical-humanity-6495,Medical Humanity: Engaging Patients and Communities in Healthcare ,futurelearn,5-10
/course/health-promotion-45882,Capacity Building: Core Competencies for Health Promotion,futurelearn,5-10
/course/digital-cancer-management-9402,Digital Health for Cancer Management: Smart Health Technologies in Complex Diseases,futurelearn,5-10
