Link,Title,Platform,Duration
/course/finite-element-analysis-convergence-and-mesh-inde-55807,Finite Element Analysis Convergence and Mesh Independence,coursera,1-5
/course/online-employee-onboarding-eduflow-19322,Create Online Employee Onboarding Course with Eduflow,coursera,1-5
/course/deep-learning-with-pytorch-generative-adversarial-47987,Deep Learning with PyTorch : Generative Adversarial Network,coursera,1-5
/course/tesla-stock-price-prediction-facebook-prophet-37660,Tesla Stock Price Prediction using Facebook Prophet,coursera,1-5
/course/introduction-javascript-21593,Introduction to JavaScript,coursera,1-5
/course/hr-analytics-build-hr-dashboard-using-power-bi-53002,HR Analytics- Build an HR dashboard using Power BI,coursera,1-5
/course/image-compression-generation-vae-19624,Image Compression and Generation using Variational Autoencoders in Python,coursera,1-5
/course/boggle-python-recursion-21585,Create a Boggle Word Solver using recursion in Python,coursera,1-5
/course/custom-callbacks-keras-19094,Creating Custom Callbacks in Keras,coursera,1-5
/course/understanding-company-reports-22139,Company Reports: Understanding Form 10-K,coursera,1-5
/course/sorting-tax-data-using-efficient-sorting-algorith-20180,Using Efficient Sorting Algorithms in Java to Arrange Tax Data,coursera,1-5
/course/dplyr-19350,Build Data Analysis and Transformation Skills in R using DPLYR,coursera,1-5
/course/multi-task-models-keras-23266,Creating Multi Task Models With Keras,coursera,1-5
/course/design-an-ebook-cover-that-stands-out-using-canva-23276,Design an eBook Cover that stands out using Canva,coursera,1-5
/course/grab-data-fast-with-vertical-and-horizontal-looku-21597,Grab Data Fast with Vertical and Horizontal LOOKUP ,coursera,1-5
/course/create-a-product-design-brainstorming-with-miro-39451,Create a Product Design Brainstorming with Miro,coursera,1-5
/course/bmc-and-start-up-funding-for-early-stage-start-up-21523,BMC and Start-up Funding for Early-Stage Start-ups,coursera,1-5
/course/firebase-android-app-21241,Build a Firebase Android Application,coursera,1-5
/course/small-business-marketing-linkedin-27229,Small Business Marketing Using LinkedIn,coursera,1-5
/course/machine-learning-regression-yellowbrick-18950,Regression Analysis with Yellowbrick,coursera,1-5
/course/processing-iot-hub-data-streams-with-azure-stream-94435,Processing IoT Hub data streams with Azure Stream Analytics,coursera,1-5
/course/game-theoretic-solution-concept-with-spreadsheets-20750,Game-Theoretic Solution Concept with Spreadsheets,coursera,1-5
/course/getting-started-with-linux-terminal-22004,Getting Started with Linux Terminal,coursera,1-5
/course/java-classes-and-objects-21592,Java Classes and Objects,coursera,1-5
/course/predict-diabetes-with-a-random-forest-using-r-19516,Predict Diabetes with a Random Forest using R,coursera,1-5
