Link,Title,Platform,Duration
/course/edx-provisioning-databases-in-azure-and-sql-server-8521,Provisioning Databases in Azure and SQL Server,edx,5-10
/course/edx-introduction-to-nosql-data-solutions-8125,Introduction to NoSQL Data Solutions,edx,5-10
/course/edx-microsoft-professional-capstone-data-analysis-13314,Microsoft Professional Capstone: Data Analysis,edx,5-10
/course/edx-microsoft-professional-capstone-cybersecurity-11474,Microsoft Professional Capstone : Cybersecurity,edx,5-10
/course/edx-resume-networking-and-interview-skills-4945,"Resume, Networking, and Interview Skills",edx,5-10
/course/edx-ap-physics-2-part-4-ap-review-and-exam-preparation-2804,AP® Physics 2 – Part 4: AP Review and Exam Preparation,edx,5-10
/course/edx-business-leadership-capstone-assessment-9187,Business Leadership Capstone Assessment,edx,5-10
/course/edx-problem-solving-and-critical-thinking-skills-4946,Problem Solving and Critical Thinking Skills,edx,5-10
/course/edx-m-a-concepts-and-theories-3831,M&A: Concepts and Theories,edx,5-10
/course/edx-introduction-to-risk-management-6006,Introduction to Risk Management,edx,5-10
/course/edx-m-a-structuring-the-deal-3833,M&A: Structuring the Deal,edx,5-10
/course/edx-m-a-concepts-and-theories-advanced-topics-3832,M&A Concepts and Theories: Advanced Topics,edx,5-10
/course/edx-electronic-trading-in-financial-markets-6360,Electronic Trading in Financial Markets,edx,5-10
/course/video-for-content-creators-48080,Video for Content Creators,edx,5-10
/course/edx-m-a-free-cash-flow-fcf-modeling-3834,M&A: Free Cash Flow (FCF) Modeling,edx,5-10
/course/edx-accounting-principles-for-m-a-3830,Accounting Principles for M&A,edx,5-10
/course/edx-quantitative-technical-analysis-20971,Quantitative Technical Analysis,edx,5-10
/course/edx-measuring-risk-equity-fixed-income-derivatives-and-fx-6005,"Measuring Risk: Equity, Fixed Income, Derivatives and FX",edx,5-10
/course/edx-risk-management-tools-and-practices-6004,Risk Management Tools and Practices,edx,5-10
/course/edx-derivatives-futures-swaps-and-options-14517,"Derivatives, Futures, Swaps, and Options",edx,5-10
/course/edx-bond-and-equity-markets-and-financial-regulation-14515,Bond and Equity Markets and Financial Regulation,edx,5-10
/course/edx-stress-testing-and-risk-regulation-part-2-6002,Stress Testing and Risk Regulation – Part 2,edx,5-10
/course/edx-stress-testing-and-risk-regulation-part-1-6003,Stress Testing and Risk Regulation – Part 1,edx,5-10
/course/edx-introduction-to-brokerage-operations-9166,Introduction to Brokerage Operations,edx,5-10
/course/edx-cost-of-capital-18147,Cost of Capital,edx,5-10
/course/edx-discounted-cash-flow-dcf-and-other-valuation-methodologies-18151,Discounted Cash Flow (DCF) and Other Valuation Methodologies,edx,5-10
/course/edx-equity-indexes-valuations-and-investment-vehicles-14516,"Equity Indexes, Valuations, and Investment Vehicles",edx,5-10
/course/edx-reporting-firm-resources-obligations-and-performance-20165,"Reporting Firm Resources, Obligations and Performance",edx,5-10
/course/edx-reporting-use-of-firm-resources-and-taxation-20167,Reporting Use of Firm Resources and Taxation,edx,5-10
/course/edx-option-pricing-and-applications-in-capital-budgeting-and-corporate-finance-18150,Option Pricing and Applications in Capital Budgeting and Corporate Finance,edx,5-10
/course/insurance-reserving-risk-management-and-analysis--39310,"Insurance Reserving, Risk Management and Analysis of Key Performance and Financial Indicators",edx,5-10
/course/portfolio-management-theory-practice-part-1-47292,Portfolio Management - Theory & Practice (Part 1),edx,5-10
/course/hedge-funds-47294,Hedge Funds,edx,5-10
/course/equity-portfolio-management-47295,Equity Portfolio Management,edx,5-10
/course/portfolio-management-theory-practice-part-2-47291,Portfolio Management - Theory & Practice (Part 2),edx,5-10
/course/edx-customer-protection-rule-15c3-3-8434,Customer Protection Rule 15C3-3,edx,5-10
/course/humorx-remotely-humorous-21975,Remotely Humorous: Build Joyful and Resilient Virtual Teams with Humor,edx,5-10
/course/catalystx-race-gender-and-workplace-equity-21958,"Race, Gender and Workplace Equity",edx,5-10
/course/edx-the-book-monasteries-schools-and-notaries-part-2-introduction-to-the-transitional-gothic-script-3871,"The Book: Monasteries, Schools, and Notaries, Part 2: Introduction to the Transitional Gothic Script",edx,5-10
/course/edx-covid-19-ventilacion-mecanica-para-no-intensivistas-19280,Covid - 19: Ventilación mecánica para no intensivistas,edx,5-10
/course/analyse-i-partie-2-96613,Analyse I (partie 2) : Introduction aux nombres complexes,edx,5-10
/course/villes-africaines-3-planification-et-gestion-urba-105242,Villes africaines : gestion et planification urbaine,edx,5-10
/course/edx-mi-propia-huerta-organica-19401,Mi propia huerta orgánica,edx,5-10
/course/matanaliz-6-semestr-uravneniia-matematicheskoi-fi-23306,Уравнения математической физики. Часть 2,edx,5-10
/course/edx-inteligencia-artificial-para-todos-domina-los-fundamentos-20085,Inteligencia Artificial para todos: Domina los fundamentos,edx,5-10
/course/edx-como-aprender-online-19467,Cómo Aprender Online,edx,5-10
/course/edx-como-convertirse-en-un-lider-exitoso-entrenamiento-de-liderazgo-inclusivo-8459,Cómo Convertirse en un Líder Exitoso (Entrenamiento de Liderazgo Inclusivo),edx,5-10
/course/edx-la-maladie-d-alzheimer-tout-ce-que-vous-avez-toujours-voulu-savoir-7356,La maladie d’Alzheimer: tout ce que vous avez toujours voulu savoir,edx,5-10
/course/edx-diseno-de-jardines-19400,Diseño de Jardines,edx,5-10
/course/edx-la-terre-comme-systeme-une-approche-geographique-10264,La Terre comme système : une approche géographique,edx,5-10
/course/edx-aprende-a-disenar-jardines-verticales-y-cuadros-vivos-19399,Aprende a diseñar jardines verticales y cuadros vivos,edx,5-10
/course/la-maladie-dalzheimer-comprendre-pour-aider-104345,La maladie d’Alzheimer : comprendre pour aider,edx,5-10
/course/edx-inteligencia-artificial-chatbots-sin-programacion-20083,Inteligencia artificial: Chatbots sin programación,edx,5-10
/course/chao-sumatoshe-hui-henozhao-dai-introduction-to-a-66372,超スマート社会への招待 | Introduction to the Super Smart Society,edx,5-10
/course/edx-kreativnoe-predprinimatelstvo-i-proektirovanie-innovaciy-13371,Креативное предпринимательство и проектирование инноваций,edx,5-10
/course/leer-y-escribir-en-la-universidad-57075,Leer y escribir en la universidad,edx,5-10
/course/edx-future-skills-20909,Future Skills,edx,5-10
/course/edx-aplicaciones-de-ia-con-watson-20172,Aplicaciones de IA con Watson,edx,5-10
/course/edx-guia-de-herramientas-para-la-colaboracion-empresarial-frente-al-covid-19-19706,Guía de herramientas para la colaboración empresarial frente al COVID-19,edx,5-10
/course/edx-codigo-de-barras-para-el-recaudo-de-facturas-13831,Código de barras para el recaudo de facturas,edx,5-10
/course/cadre-de-viabilite-de-la-dette-pour-les-pays-a-fa-61482,Le Cadre de viabilité de la dette pour les pays à faible revenu (CVD PFR),edx,5-10
/course/fundamentos-de-logistica-humanitaria-58928,Fundamentos de Logística Humanitaria,edx,5-10
/course/edx-introduction-to-ux-research-6251,Introduction to UX Research,edx,5-10
/course/edx-introduction-to-ux-design-6258,Introduction to UX Design,edx,5-10
/course/edx-nutrition-around-you-2431,身边的营养学 | Nutrition Around You,edx,5-10
/course/edx-cs125x-advanced-distributed-machine-learning-with-apache-spark-5853,CS125x: Advanced Distributed Machine Learning with Apache Spark,edx,5-10
/course/edx-understanding-the-federal-reserve-3604,Understanding the Federal Reserve,edx,5-10
/course/edx-introduction-to-performance-psychology-8979,Introduction to Performance Psychology,edx,5-10
/course/edx-il3x-inclusive-leadership-training-maximizing-work-life-for-your-success-3874, IL3x: Inclusive Leadership Training: Maximizing Work-Life for Your Success,edx,5-10
/course/edx-cpr-aed-first-aid-5203,"CPR, AED & First Aid",edx,5-10
/course/edx-humor-at-work-21237,Humor at Work,edx,5-10
/course/edx-food-for-kids-discovering-healthy-eating-17253,Food for Kids: Discovering Healthy Eating,edx,5-10
/course/edx-introduction-to-data-storage-and-management-technologies-5998,Introduction to Data Storage and Management Technologies,edx,5-10
/course/edx-counseling-practice-and-research-12756,Counseling Practice and Research,edx,5-10
/course/edx-lifestyle-medicine-core-principles-10235,Lifestyle Medicine Core Principles,edx,5-10
