Link,Title,Provider,Rating,Num_Reviewer,platform,subject,Entity,Reviewer_Status
/course/data-analysis-project-5585,Анализ данных: финальный проект,university,0.0,,coursera,data-science,duke,
/course/statistics-project-6100,Statistics with R Capstone,institution,0.0,,coursera,data-science,googlecloud,
/course/building-resilient-streaming-systems-gcp-br-17861,Building Resilient Streaming Systems on GCP em Português Brasileiro,institution,0.0,,coursera,data-science,project-network,
/course/statistical-data-visualization-seaborn-ust-58639,Statistical Data Visualization with Seaborn From UST,institution,0.0,,coursera,data-science,project-network,
/course/hierarchical-relational-data-analysis-using-pytho-57257,Hierarchical relational data analysis using python,institution,0.0,,coursera,data-science,project-network,
/course/widgets-for-ds-37641,Introduction to Widgets for Data Science,institution,0.0,,coursera,data-science,googlecloud,
/course/googlecloud-scikit-learn-model-serving-with-onlin-74572,Scikit-learn Model Serving with Online Prediction Using AI Platform,institution,0.0,,coursera,data-science,project-network,
/course/analyzing-fifa-datasets-using-pandas-32699,Exploring and Analyzing Fifa's Datasets Using Python,institution,0.0,,coursera,data-science,project-network,
/course/visualizacion-avanzada-datos-python-33454, Visualización Avanzada de datos con Python,institution,0.0,,coursera,data-science,project-network,
/course/ciclo-completo-del-desarrollo-de-un-proyecto-de-d-66505,Ciclo completo del desarrollo de un proyecto de Data Science,institution,0.0,,coursera,data-science,google,
/course/google-data-analytics-capstone-fr-94418,Projet Capstone du Certificat d'analytique des données de Google : Terminer une étude de cas,institution,0.0,,coursera,data-science,project-network,
/course/curso-completo-data-science-40298,Curso Completo de Data Science,institution,0.0,,coursera,data-science,project-network,
/course/high-dimensional-data-visualization-techniques-us-54338,High-dimensional Data visualization techniques using python,institution,0.0,,coursera,data-science,project-network,
/course/smartpls-advanced-regression-21658,Creating Models using Smartpls,institution,0.0,,coursera,data-science,ibm,
/course/python-for-data-visualization-pt-37639,Visualização de dados com o Python,institution,0.0,,coursera,data-science,project-network,
/course/regresion-logistica-con-numpy-python-34103,Regresión logística con NumPy y Python,institution,4.5,,coursera,data-science,ibm,
/course/what-is-datascience-ko-66471,데이터 과학이란 무엇인가?,,0.0,,coursera,data-science,,
/course/uncommon-sense-teaching-46410,Uncommon Sense Teaching,institution,5.0,380,coursera,education,oakley,reviews
/course/building-community-habits-of-learning-84704,"Uncommon Sense Teaching: Part 2, Building Community and Habits of Learning",institution,5.0,79,coursera,education,oakley,reviews
/course/teaching-online-104411,Uncommon Sense Teaching: Teaching Online,institution,5.0,13,coursera,education,oakley,reviews
/course/disability-inclusion-education-12590,Disability Inclusion in Education: Building Systems of Support ,university,5.0,7,coursera,education,uct,reviews
/course/teaching-character-866,Teaching Character and Creating Positive Classrooms ,university,4.5,22,coursera,education,relay,reviews
/course/tesol-speaking-6201,"Teach English Now! Second Language Listening, Speaking, and Pronunciation",university,5.0,5,coursera,education,asu,reviews
/course/futureeducation-2033,What future for education?,university,5.0,5,coursera,education,london,reviews
/course/aboriginaled-394,Aboriginal Worldviews and Education,university,4.5,393,coursera,education,utoronto,ratings at Coursera
/course/edref-2793,"American Education Reform: History, Policy, Practice",university,4.5,9,coursera,education,penn,reviews
/course/assessmentforlearning-12014,Assessment for Learning,university,4.5,235,coursera,education,illinois,ratings at Coursera
/course/atc21s-1750,Assessment and Teaching of 21st Century Skills,university,5.0,4,coursera,education,unimelb,reviews
/course/academicinfoseek-5153,Academic Information Seeking,university,4.5,8,coursera,education,dtu,reviews
/course/ictinprimary-1763,ICT in Primary Education: Transforming children's learning across the curriculum,university,4.5,5,coursera,education,london,reviews
/course/disabilityaware-3829,Disability Awareness and Support,university,4.5,266,coursera,education,pitt,ratings at Coursera
/course/teach-children-with-visual-impairment-17012,Teaching Children with Visual Impairment: Creating Empowering Classrooms,university,5.0,128,coursera,education,uct,ratings at Coursera
/course/contenido-matematica-escolar-11756,Contenido de las matemáticas de primaria,university,5.0,1126,coursera,education,uniandes,ratings at Coursera
/course/tesol-writing-6190,"Teach English Now! Second Language Reading, Writing, and Grammar ",university,5.0,2106,coursera,education,asu,ratings at Coursera
/course/pla-3538,Practical Learning Analytics,university,5.0,2,coursera,education,umich,reviews
/course/coachingteachers-873,Coaching Teachers: Promoting Changes that Stick ,university,5.0,2,coursera,education,mtr,reviews
/course/earlychildhood-869,Effective Classroom Interactions: Supporting Young Children’s Development,university,4.5,3,coursera,education,uva,reviews
/course/shaping1landscape-1905,"Shaping the Way We Teach English, 1: The Landscape of English Language Teaching",university,4.5,3,coursera,education,uo,reviews
/course/teaching-learning-876,Foundations of Teaching for Learning: Learners and Learning,institution,4.5,5,coursera,education,cet1886,reviews
/course/togetherteacher-2113,Get Organized: How to be a Together Teacher,university,4.5,6,coursera,education,relay,reviews
/course/ltto-1393,Learning to Teach Online,university,4.0,8,coursera,education,unsw,reviews
/course/e-learning-5921,Mastering Remote Work and Online Study in U.S. in the post-COVID Era,university,4.0,16,coursera,education,suny,ratings at Coursera
/course/college-life-4910,U101: Understanding College and College Life,university,4.5,436,coursera,education,uw,ratings at Coursera
/course/k12virtualtrends-870,Emerging Trends & Technologies in the Virtual K-12 Classroom,university,4.5,627,coursera,education,uci,ratings at Coursera
/course/graduate-study-usa-8621,Preparing for Graduate Study in the U.S.: A course for international students,university,4.5,46,coursera,education,umich,ratings at Coursera
/course/english-2582,English for Teaching Purposes,university,4.5,488,coursera,education,uab,ratings at Coursera
/course/educating-deaf-children-13761,Educating Deaf Children: Becoming an Empowered Teacher,university,5.0,109,coursera,education,uct,ratings at Coursera
/course/instructional-design-foundations-applica-12317,Instructional Design Foundations and Applications,university,4.0,558,coursera,education,illinois,ratings at Coursera
/course/arizona-state-university-tesol-18702,Arizona State University TESOL,university,5.0,1,coursera,education,asu,reviews
/course/uncommon-sense-teaching-certificate-104393,Uncommon Sense Teaching,institution,5.0,1,coursera,education,oakley,reviews
/course/teachingscience-7791,Teaching Science at University,university,4.5,154,coursera,education,zurich,ratings at Coursera
/course/tinkering-motion-8852,Tinkering Fundamentals: Motion and Mechanisms,institution,5.0,26,coursera,education,exploratorium,ratings at Coursera
/course/tesol-technology-6211,Teach English Now! Technology Enriched Teaching,university,5.0,1340,coursera,education,asu,ratings at Coursera
/course/educacion-superior-5911,El desafío de Innovar en la Educación Superior,university,5.0,1409,coursera,education,uchile,ratings at Coursera
